repo;pouet;numL;page;page-href;linkToRepo;linkToDockerfile
"yhung124/multi-docker";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=30&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yhung124/multi-docker";"/yhung124/multi-docker/blob/279efee86d47864fb2952cb9a21de71cf4cd6a7e/project-1/Dockerfile"
"elijahc/dockerfiles";"vim \";"5";"Previous";"https://github.com/search?p=73&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/elijahc/dockerfiles";"/elijahc/dockerfiles/blob/22a1c27d25b0a76157b939787fcf24256e16cc1c/base/jessie/Dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/lua.dockerfile"
"locatw/AppHost";"FROM ubuntu:xenial-20161010";"1";"Previous";"https://github.com/search?p=28&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/locatw/AppHost";"/locatw/AppHost/blob/37427ff7a7015a7690e8c2f16beac600e8ad6be6/Mono/Dockerfile"
"jphacks/Hello-World";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jphacks/Hello-World";"/jphacks/Hello-World/blob/d1e27f9c9ee60f5f1d422ebcbee76d828ab5035a/back/Dockerfile"
"aki01/dockerfiles";"RUN apt-get install -y wget curl vim";"5";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aki01/dockerfiles";"/aki01/dockerfiles/blob/4f20c0f0f1df801141d226ea34532eeedc97e0c6/ubuntu/Dockerfile"
"peterpen-ctf/stepctf-2015";"";"3";"Previous";"https://github.com/search?p=51&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/peterpen-ctf/stepctf-2015";"/peterpen-ctf/stepctf-2015/blob/7dd6154622e8af3374c0994f67bf18d133e6578a/Passgen/create/Dockerfile"
"flipstone/orville";"";"2";"Previous";"https://github.com/search?p=38&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/flipstone/orville";"/flipstone/orville/blob/5724aec300c82ae2ffddfdc23b3bbc37f2c290c4/Dockerfile"
"windname/java-tool";"RUN apt-get -y install unzip";"5";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/windname/java-tool";"/windname/java-tool/blob/4f6b14e327e59a50650610dae164e91f959d3e2c/docker-proj/Dockerfile"
"taskworld/docker-stunnel";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=30&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/taskworld/docker-stunnel";"/taskworld/docker-stunnel/blob/1c216f359f896c8c3de963d411b0f2b5ddb56fc6/Dockerfile"
"notonthehighstreet/minke-generator-spring";"";"2";"Previous";"https://github.com/search?p=70&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/notonthehighstreet/minke-generator-spring";"/notonthehighstreet/minke-generator-spring/blob/e447b637e581c3bbf9a5e4661f7c0f14edd6216f/lib/generators/spring/scaffold/_build/dockerfile/build/Dockerfile"
"topdevbox/dockercraft";"FROM topdevbox/base";"1";"Previous";"https://github.com/search?p=15&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/topdevbox/dockercraft";"/topdevbox/dockercraft/blob/e333baf59dd5fe4613f35f1c352ec5eed48d835c/dockerfiles/ubuntu/nginx/Dockerfile"
"synopsisdevs/docker-centerim";"";"4";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/synopsisdevs/docker-centerim";"/synopsisdevs/docker-centerim/blob/031816859cf5eb853639d69f63120c0ade1f77b0/Dockerfile"
"big-data-europe/pilot-sc7-spark-worker";"FROM bde2020/spark-worker:1.6.2-hadoop2.6";"1";"Previous";"https://github.com/search?p=78&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/big-data-europe/pilot-sc7-spark-worker";"/big-data-europe/pilot-sc7-spark-worker/blob/f4f2b7c0f5e5c05a0ca14a7e0385afd0388854cd/Dockerfile"
"sandeeplamb/Docker";"RUN apt-get install -y openssh-client";"7";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sandeeplamb/Docker";"/sandeeplamb/Docker/blob/56a4fb0307db907fc239342a58e3fb224e5d5547/Dockerfile"
"dsw88/docker-images";"";"2";"Previous";"https://github.com/search?p=96&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dsw88/docker-images";"/dsw88/docker-images/blob/fd3cf3b56e39b7b2cccee9d6ccde7f055da4ba44/ruby1.9/Dockerfile"
"Butanobu/docker";"";"2";"Previous";"https://github.com/search?p=55&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Butanobu/docker";"/Butanobu/docker/blob/264aef40a9d76277838a8499e6f0ec5a600f2f2e/software.python/Dockerfile"
"dyejon/planespark";"EXPOSE 30003";"10";"Previous";"https://github.com/search?p=42&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dyejon/planespark";"/dyejon/planespark/blob/c7c30cdb890aa6b675cd4acd7f0203dd9f514cd5/fake-source/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/llvm.dockerfile"
"powareverb/docker-mono-armhf";"MAINTAINER Gavin Jones <gavin.jones.nz@gmail.com>";"2";"Previous";"https://github.com/search?p=48&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/powareverb/docker-mono-armhf";"/powareverb/docker-mono-armhf/blob/61b0bd0c883d75908fac2c4fca1e287376d4044e/Dockerfile"
"jwholdsworth/dstat";"";"2";"Previous";"https://github.com/search?p=26&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jwholdsworth/dstat";"/jwholdsworth/dstat/blob/8077912668384209ec8804cf0b1a8da7909145cb/Dockerfile"
"Booodl/docker-elixir";"";"2";"Previous";"https://github.com/search?p=95&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Booodl/docker-elixir";"/Booodl/docker-elixir/blob/ea516d8da24b3bbdccb2f06f57e6421e2483f59e/Dockerfile"
"dgageot/quine-relay";"";"2";"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/clisp.dockerfile"
"marnikow/usefulcombos-docker";"";"2";"Previous";"https://github.com/search?p=77&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/marnikow/usefulcombos-docker";"/marnikow/usefulcombos-docker/blob/c861830c78e3504fcd4a272a58b3fa45f250f94d/java/java8JDK-ant/Dockerfile"
"kratsg/ubuntu-tex";"RUN apt-get install -y wget unzip";"3";"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kratsg/ubuntu-tex";"/kratsg/ubuntu-tex/blob/f9dd014b5c40ed6487d592ee791784df9f2c8b64/Dockerfile"
"tluongpillar/RomanNumeralKata";"RUN apt-get install check";"5";"Previous";"https://github.com/search?p=10&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tluongpillar/RomanNumeralKata";"/tluongpillar/RomanNumeralKata/blob/fd260deb5f8f9109a0ad0c25467f7c7fe42d8535/Dockerfile"
"elijahc/dockerfiles";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/elijahc/dockerfiles";"/elijahc/dockerfiles/blob/22a1c27d25b0a76157b939787fcf24256e16cc1c/base/jessie/Dockerfile"
"kristie-test/test-repo";"";"5";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kristie-test/test-repo";"/kristie-test/test-repo/blob/af1787858ecfbd46044daf0ab835261220f8a9e4/Dockerfile"
"MaayanLab/server-templates";"RUN apt-get -y install python-setuptools";"10";"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/MaayanLab/server-templates";"/MaayanLab/server-templates/blob/dd3b6ee5d0799409885713466ce55309641b78d8/flask-nginx/Dockerfile"
"lkastner/dockerfiles";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=21&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/lkastner/dockerfiles";"/lkastner/dockerfiles/blob/e831f08fc68bff2c66de7156c2f1e658b191a5d6/complete/polymake/Dockerfile"
"dgageot/quine-relay";"RUN apt-get update -qq && apt-get install -y pike7.8";"3";"Previous";"https://github.com/search?p=86&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/pike.dockerfile"
"PixelSpirit/ComputerDatabase";"RUN apt-get install -y maven git";"4";"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/PixelSpirit/ComputerDatabase";"/PixelSpirit/ComputerDatabase/blob/3feff9bc1dd0ff42f2b23781b21656dc96b45b95/Dockers/maven/Dockerfile"
"jamesmoey/backblaze-browser";"";"2";"Previous";"https://github.com/search?p=52&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jamesmoey/backblaze-browser";"/jamesmoey/backblaze-browser/blob/006591a9fa43876528fe80504bcb6e5ea9497dc5/Dockerfile"
"opyate/azulopenjdk7";"FROM azul/zulu-openjdk:7";"1";"Previous";"https://github.com/search?p=95&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/opyate/azulopenjdk7";"/opyate/azulopenjdk7/blob/4e17b96aca3fd821f03e8e0072df942b9a94829f/Dockerfile"
"homburg/pigen-dk";"";"2";"Previous";"https://github.com/search?p=60&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/homburg/pigen-dk";"/homburg/pigen-dk/blob/489962a0aaab7b33b5694a9fc2c9943a089abade/docker/Dockerfile"
"sixeyed/docker-succinctly";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=94&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sixeyed/docker-succinctly";"/sixeyed/docker-succinctly/blob/91f40e48c0411f8c729903276ec6ef849067a16e/code-listing-10/Dockerfile"
"mgupta21/microservices";"MAINTAINER mgupta";"2";"Previous";"https://github.com/search?p=20&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mgupta21/microservices";"/mgupta21/microservices/blob/adaab475aa5350f4bb844199bf7577b8a97e78f0/src/main/java/org/dev/microservices/ppt/01/Dockerfile"
"unitsche/ekr-base";"";"10";"Previous";"https://github.com/search?p=91&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/unitsche/ekr-base";"/unitsche/ekr-base/blob/e1e98b5587d14dd9d63ebab2110f2dcaccfb400c/Dockerfile"
"upwardhq/node-ruby-dpl";"RUN gem install dpl";"6";"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/upwardhq/node-ruby-dpl";"/upwardhq/node-ruby-dpl/blob/32ce4e5da02ebf5a0a574d1e7e3a9f9a22c58baa/Dockerfile"
"jillza/eservice";"RUN apt-get install -y php5-memcached memcached";"7";"Previous";"https://github.com/search?p=12&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jillza/eservice";"/jillza/eservice/blob/6291ea29ca90f605f90a44798bfbf8505a049e34/build/web/Dockerfile"
"anrossi/docker-essgeo";"FROM ubuntu:12.04";"1";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/anrossi/docker-essgeo";"/anrossi/docker-essgeo/blob/0e1c18bb8a4b20318cc2c19d0fbc0339b7cd252e/proj4-ubuntu/Dockerfile"
"MaayanLab/server-templates";"RUN apt-get -y install vim";"5";"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/MaayanLab/server-templates";"/MaayanLab/server-templates/blob/dd3b6ee5d0799409885713466ce55309641b78d8/flask-nginx/Dockerfile"
"olalonde/node12-psql-docker";"RUN apt-get update && apt-get install -y postgresql-client socat";"2";"Previous";"https://github.com/search?p=58&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/olalonde/node12-psql-docker";"/olalonde/node12-psql-docker/blob/ff4c09d75c9cc59fc4275077ad8ea20509b68d40/Dockerfile"
"mfrellum/PragmaMS";"FROM ubuntu:14.04";"1";"Previous";"https://github.com/search?p=24&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mfrellum/PragmaMS";"/mfrellum/PragmaMS/blob/7d67dd51c3a65c87d54847504d27ba9edde6cb0d/DOCKERFILES/base/Dockerfile"
"brutus333/rancher-workshop-demo2";"FROM ubuntu:14.04.3";"1";"Previous";"https://github.com/search?p=38&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/brutus333/rancher-workshop-demo2";"/brutus333/rancher-workshop-demo2/blob/ab929f8bc5df3b58f13d97e40928ce7183833c73/troubleshoot/Dockerfile"
"YarNhoj/npug";"apt-get install -y curl\";"4";"Previous";"https://github.com/search?p=2&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/YarNhoj/npug";"/YarNhoj/npug/blob/a9ce7f337295b6f3c4430b22d99c92e0af148d1a/curl/Dockerfile"
"DataMgtCloud/baseos";"apt-get -y autoremove && \";"6";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/DataMgtCloud/baseos";"/DataMgtCloud/baseos/blob/b67011a9f304a4407d07f5b12f42cd641831b840/Dockerfile"
"aep/docker-elixir";"RUN apt-get install -y git rebar wget";"3";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aep/docker-elixir";"/aep/docker-elixir/blob/5f2314de324cd1ecac8a31a1bc6c480078b16f1a/Dockerfile"
"moul/docker-u-boot-tools";"FROM ubuntu:latest";"1";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/moul/docker-u-boot-tools";"/moul/docker-u-boot-tools/blob/13d82958de5a6f1f366a15554eed762d88efc770/Dockerfile"
"yuvaraj951/grafana1";"";"4";"Previous";"https://github.com/search?p=93&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yuvaraj951/grafana1";"/yuvaraj951/grafana1/blob/5f223c666f0f96699e56cd53775b2308482d8cf4/docker/debtest/Dockerfile"
"dgageot/quine-relay";"RUN apt-get update -qq && apt-get install -y scala";"3";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/scala.dockerfile"
"InternalError503/cyberfox-beta";"FROM ubuntu:16.04";"1";"Previous";"https://github.com/search?p=29&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/InternalError503/cyberfox-beta";"/InternalError503/cyberfox-beta/blob/74191c157931a0ba1456c7bd2aaa9f6bba83bd04/release/docker/firefox-snap/Dockerfile"
"sharethis-github/docker-python";"FROM python:3.5.2";"1";"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sharethis-github/docker-python";"/sharethis-github/docker-python/blob/6ee3ca34bf4651a31cffa82966e461c544674e0f/Dockerfile"
"olbati/ogt-docker";"apt-get install -y npm";"5";"Previous";"https://github.com/search?p=2&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/olbati/ogt-docker";"/olbati/ogt-docker/blob/17fe3f844846a878e5405f96cb7fb14b119ca735/Dockerfile"
"aaronpederson/docker-sodium";"RUN apt-get install libsodium18";"4";"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aaronpederson/docker-sodium";"/aaronpederson/docker-sodium/blob/941b685bb9a81f1c97ccc88dd0d6cf3d63e5733b/release/Dockerfile"
"shailesh-kalamkar/blogger_docker";"";"2";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/shailesh-kalamkar/blogger_docker";"/shailesh-kalamkar/blogger_docker/blob/1904f4909007393ea545a5377cdaef507414a638/Dockerfile"
"jeroenpeeters/thesis";"RUN apt-get update; \";"3";"Previous";"https://github.com/search?p=47&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jeroenpeeters/thesis";"/jeroenpeeters/thesis/blob/c6ef1b3f29ac6909a88db446856e3c568b7aff20/thesis/original/Dockerfile"
"aaronpederson/docker-zeromq";"FROM aaronpederson/ubuntu";"1";"Previous";"https://github.com/search?p=5&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aaronpederson/docker-zeromq";"/aaronpederson/docker-zeromq/blob/0a106cc001fdf01524b3868d2e669014c23065b9/release/Dockerfile"
"adamw523/blog.adamw523.com";"";"2";"Previous";"https://github.com/search?p=76&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/adamw523/blog.adamw523.com";"/adamw523/blog.adamw523.com/blob/5f186c12b78bee1795afb733554e3ac8a985bc4d/mysql/Dockerfile"
"isthari/docker-java-7-base";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/isthari/docker-java-7-base";"/isthari/docker-java-7-base/blob/de662fefcee61f4fe3f16b299d48afc120484bcf/Dockerfile"
"replicatedhq/dockerfilelint";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=24&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/replicatedhq/dockerfilelint";"/replicatedhq/dockerfilelint/blob/c9c6f0dd97009022b742f85aac3a1948c9e08f17/test/integration/Dockerfile"
"flipstone/haitatsu";"RUN apt-get update &&\";"3";"Previous";"https://github.com/search?p=1&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/flipstone/haitatsu";"/flipstone/haitatsu/blob/4682863bdaf136ea1eb1c445fac4472acf7880d2/containers/dev/Dockerfile"
"homburg/docker-debian-nginx-test";"FROM debian";"1";"Previous";"https://github.com/search?p=75&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/homburg/docker-debian-nginx-test";"/homburg/docker-debian-nginx-test/blob/a68a934643c53e61c57cee9fd4f34e261291c731/Dockerfile"
"dgageot/quine-relay";"";"2";"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/cobol.dockerfile"
"joaquinbucca/ml-proxy";"apt-get -y install curl";"4";"Previous";"https://github.com/search?p=94&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/joaquinbucca/ml-proxy";"/joaquinbucca/ml-proxy/blob/9e1d1c1b0cb7754704aa267668fc22a74e6f0cbe/docker/pinger/Dockerfile"
